Latitude,Longitude,Motorista,Cidade,Nota,Contrato
-21.3661551475519,-42.4789166450488,Motorista 11090,Laranjal,8,3
-20.7331430912012,-42.2824716567981,Motorista 11091,Fervedouro,5,2
-23.699440956115,-46.5918374061571,Motorista 11092,Diadema,6,1
-15.2148413658138,-46.8144392967211,Motorista 11093,Buritis,8,2
-6.61041140556316,-37.3997783660878,Motorista 11094,Serra Negra do Norte,5,3
-16.9507992267604,-50.2559494972214,Motorista 11095,Jandaia,2,2
-3.37445497512808,-64.6557641029339,Motorista 11096,Tefé,6,1
-28.228533267974,-54.6423482894882,Motorista 11097,Mato Queimado,9,2
-28.2569324970237,-54.665737152098,Motorista 11098,Mato Queimado,8,3
-8.00914049148536,-37.9964947700489,Motorista 11099,Flores,6,2
-7.15754985809305,-34.8966336250295,Motorista 11100,João Pessoa,9,1
-6.18509888648969,-35.2522730827321,Motorista 11101,Arês,8,2
-24.1393232345574,-50.9783649444565,Motorista 11102,Ortigueira,7,3
-5.34172654151901,-39.5239377021778,Motorista 11103,Quixeramobim,4,1
-19.8777544498438,-40.9600138664234,Motorista 11104,Laranja da Terra,5,2
-26141,-52387,Motorista 11105,Honório Serpa,6,3
-23.1065547466271,-50.3692245483384,Motorista 11106,Bandeirantes,9,1
-23.192477,-50.64104,Motorista 11107,Cornélio Procópio,8,2
-1.365373134613,-47.7375483512865,Motorista 11108,Castanhal,5,3
-23.4279370307916,-46.9297528266893,Motorista 11109,Santana de Parnaíba,6,3
-2.88134694099418,-41.6559505462634,Motorista 11110,Luís Correia,9,2
-15.8050668239589,-43.2994151115405,Motorista 11111,Nova Porteirinha,8,1
-17.0695352554316,-41.480984687804,Motorista 11112,Padre Paraíso,5,1
-1.37425661087032,-48.4518527984605,Motorista 11113,Belém,6,2
-20.6500697135919,-43.7784790992724,Motorista 11114,Conselheiro Lafaiete,6,3
-6.74707531928996,-38.9656949043263,Motorista 11115,Lavras da Mangabeira,6,3
-7.82906770706154,-35.2583456039418,Motorista 11116,Carpina,6,2
-22.6538193225854,-43.6553764343249,Motorista 11117,Japeri,8,1
-27.6701617240898,-52.6501965522751,Motorista 11118,Cruzaltense,7,1
-20.0166821479792,-45.5242967605578,Motorista 11119,Lagoa da Prata,5,2
-19.9030423164362,-50.7248210906968,Motorista 11120,Carneirinho,8,3
-21.3071894645685,-46.7992043495165,Motorista 11121,Guaranésia,4,3
-20849,-41113,Motorista 11122,Cachoeiro de Itapemirim,5,2
-14.05501127243,-39.7127008438099,Motorista 11123,Ipiaú,8,1
-8.68168830871557,-35.5916047096242,Motorista 11124,Palmares,5,2
-22.8262102603906,-45.1956081390368,Motorista 11125,Guaratinguetá,9,3
-3.98348808288563,-38.608317375182,Motorista 11126,Pacatuba,8,2
-22.5903367996209,-45.0169301033007,Motorista 11127,Cruzeiro,7,1
-9.00624632835362,-42.6989865303027,Motorista 11128,São Raimundo Nonato,5,2
-29.944556951522,-50.9735155105576,Motorista 11129,Gravataí,8,3
-7.21869349479654,-39.2910361289967,Motorista 11130,Juazeiro do Norte,9,2
-7.04980015754679,-37.2744441032399,Motorista 11131,Patos,6,1
-9.43217039108249,-36.5407848358144,Motorista 11132,Palmeira dos Índios,2,2
-23.324457406997,-46.2152981758104,Motorista 11133,Santa Isabel,8,3
-25.7484018802635,-53.0566477775558,Motorista 11134,Dois Vizinhos,7,2
-12.8936144942044,-39.3033268210329,Motorista 11135,Conceição do Almeida,5,1
-12.8275691000614,-39.3212351478778,Motorista 11136,Conceição do Almeida,4,2
-27.5316846370689,-48.6375045776353,Motorista 11137,Biguaçu,6,3
-3.7866461277007,-40.6188154220569,Motorista 11138,Sobral,9,3
-7.32949,-35.3333,Motorista 11139,Itabaiana,8,3
-13.0108165740963,-54.8776531219467,Motorista 11140,Nova Ubiratã,5,2
-10.3665661811826,-40.1372623443592,Motorista 11141,Senhor do Bonfim,4,1
-9.83378291130037,-36.5605688095082,Motorista 11142,Arapiraca,5,2
-9.28180575370762,-35.6946873664846,Motorista 11143,Flexeiras,9,3
-27.3262274265281,-52.0594239234909,Motorista 11144,Concórdia,8,2
-22.433652877807,-42.9701900482165,Motorista 11145,Teresópolis,5,1
-24.3725037574761,-49.0468740463243,Motorista 11146,Apiaí,6,2
-10.0746238231656,-63.21241378784,Motorista 11147,Monte Negro,8,3
-22.439779043197,-51.9815540313706,Motorista 11148,Mirante do Paranapanema,5,2
-6.30835175514203,-42.8572368621814,Motorista 11149,São Francisco do Maranhão,2,1
-8.65781664848302,-36.1048078536977,Motorista 11150,Panelas,6,2
-7.72084593772866,-35.3268384933461,Motorista 11151,Buenos Aires,9,3
-1.82842969894404,-44.8805665969835,Motorista 11152,Cururupu,8,1
-9.42158102989169,-40.4927301406849,Motorista 11153,Juazeiro,6,2
-4.59011793136583,-38.2083678245533,Motorista 11154,Beberibe,9,3
-4.09746,-39.2393,Motorista 11155,Paramoti,8,1
-6.95624470710734,-46.1842703819261,Motorista 11156,Fortaleza dos Nogueiras,7,2
-3.5853624343871,-42.8851747512805,Motorista 11157,Brejo,4,3
-4.56805944442736,-44.6070885658251,Motorista 11158,Trizidela do Vale,5,3
-1.79635047912592,-49.0836524963365,Motorista 11159,Abaetetuba,6,2
-18.5584402084345,-41.9087648391711,Motorista 11160,Frei Inocêncio,9,1
-4.56299543380724,-45.129733085631,Motorista 11161,Lago da Pedra,8,1
-15.5685,-40.4234,Motorista 11162,Macarani,5,2
-6.60462856292705,-44.0716338157641,Motorista 11163,Pastos Bons,6,3
-16253,-47.95,Motorista 11164,Luziânia,9,3
-13.3737623691555,-60.4149127006513,Motorista 11165,Cabixi,8,2
-9.42363023757907,-61.9920945167524,Motorista 11166,Machadinho D'Oeste,5,1
-7.03001618385295,-37.2821259498585,Motorista 11167,Patos,6,1
-5.79066395759566,-37.550024986266,Motorista 11168,Caraúbas,6,2
-6.37261748313885,-35.0033640861501,Motorista 11169,Baía Formosa,6,3
-29.6818721294394,-51.0844516754136,Motorista 11170,Campo Bom,6,3
-19.7828042507166,-43.9252924919116,Motorista 11171,Santa Luzia,8,2
-10.4736077785489,-40.1789331436146,Motorista 11172,Senhor do Bonfim,7,1
-2.95667409896842,-44.2443680763232,Motorista 11173,Rosário,5,2
-5.99396467208845,-40.3013277053821,Motorista 11174,Tauá,8,3
-22.7107465267175,-43.5769915580737,Motorista 11175,Queimados,4,2
-20.2846670150751,-49.2035794258103,Motorista 11176,Fronteira,5,1
-8.79280686378453,-63.8810777664166,Motorista 11177,Porto Velho,8,2
-12.3175117876311,-42.892241719776,Motorista 11178,Oliveira dos Brejinhos,5,3
-20658,-40511,Motorista 11179,Guarapari,9,2
-6.60146355628948,-44.0924048423754,Motorista 11180,Pastos Bons,8,1
-7.95604348182655,-36.1986851692189,Motorista 11181,Santa Cruz do Capibaribe,7,2
-20.5039858818048,-55.8009552955611,Motorista 11182,Anastácio,5,3
-7.98454999923683,-38.2831692695607,Motorista 11183,Serra Talhada,8,2
-25.7485628128044,-53.0576562881454,Motorista 11184,Dois Vizinhos,9,1
-5.10037064552292,-42.7547550201404,Motorista 11185,Teresina,6,2
-15.7087004184718,-47.9135441780076,Motorista 11186,Brasília,2,3
-7.11369037628153,-35.8210945129384,Motorista 11187,Matinhas,8,3
-11.0397148132321,-62.2208976745587,Motorista 11188,Urupá,7,3
-19.0085363388056,-57.5984430313094,Motorista 11189,Ladário,5,2
-7.31967329978922,-38.4579205512989,Motorista 11190,Bonito de Santa Fé,4,1
-8.61379623413061,-35.9493899345388,Motorista 11191,Cupira,6,2
-1.98367595672602,-47.4371623992906,Motorista 11192,Mãe do Rio,9,3
-3.0000400543212,-41.8496060371387,Motorista 11193,Araioses,8,2
-27.2800076007835,-53.4281444549545,Motorista 11194,Caiçara,5,1
-11.8174695968625,-40.1697278022754,Motorista 11195,Mairi,4,2
-15.0063371658321,-59.9440884590132,Motorista 11196,Vila Bela da Santíssima Trindade,5,3
-16.6555309295649,-41.0290431976306,Motorista 11197,Joaíma,9,2
-4.10243868827808,-39.5000338554371,Motorista 11198,General Sampaio,8,1
-29.6221983432761,-51.3137912750229,Motorista 11199,São Sebastião do Caí,5,2
-23.9361727237694,-50.939548015593,Motorista 11200,Ortigueira,6,3
-17.0395910739894,-39.5339584350574,Motorista 11201,Itamaraju,8,1
-8.46678972244238,-35.7297921180715,Motorista 11202,Bonito,5,2
-3.54916334152211,-58.1019258499129,Motorista 11203,Maués,2,3
-5.35203695297226,-35.4219174385061,Motorista 11204,Rio do Fogo,6,1
-7.12324976921061,-34.9133062362661,Motorista 11205,Bayeux,9,2
-19.8361587524408,-44.624898433684,Motorista 11206,Pará de Minas,8,3
-27.4819242954246,-50.1225471496567,Motorista 11207,Otacílio Costa,6,3
-6.29266619682294,-47.4435138702379,Motorista 11208,Tocantinópolis,9,2
-20.7890725135797,-51.6610836982712,Motorista 11209,Três Lagoas,8,1
-6.38656497001629,-36.2180614471425,Motorista 11210,Coronel Ezequiel,7,1
-9.6729898452756,-35.7506918907155,Motorista 11211,Maceió,4,2
-13.1887221336361,-60.8185315132123,Motorista 11212,Cerejeiras,5,3
-29.410732984542,-54.8307251930221,Motorista 11213,Nova Esperança do Sul,6,3
-2.51730680465691,-66.0953807830791,Motorista 11214,Fonte Boa,9,2
-21.0254824161523,-47.3774242401109,Motorista 11215,Altinópolis,8,1
-23.5874319076531,-46.3046908378588,Motorista 11216,Suzano,5,1
-3.29622030258169,-60.6247901916486,Motorista 11217,Manacapuru,6,2
-27.084614,-48.856373,Motorista 11218,Brusque,9,3
-22.2206640243524,-49.8877143859849,Motorista 11219,Marília,8,3
-29.9933087825766,-53.610148429869,Motorista 11220,Formigueiro,5,2
-6.83716535568217,-35.3319668769826,Motorista 11221,Araçagi,6,1
-19.8030924797052,-40.2776813507068,Motorista 11222,Aracruz,6,2
-19.7671294212336,-44.0019607543933,Motorista 11223,Ribeirão das Neves,6,3
-23.4570443630212,-48.0365395545946,Motorista 11224,Itapetininga,6,2
-29.1152608394614,-51.1314868926987,Motorista 11225,Caxias do Sul,8,1
-29.3616163730613,-52.8517055511459,Motorista 11226,Segredo,7,2
-21.0423052310937,-43.001260757445,Motorista 11227,Ubá,5,3
-13.0272853374477,-39.7207903861988,Motorista 11228,Amargosa,8,2
1.86454296112055,-60.5823254585248,Motorista 11229,Cantá,4,1
-20.2887332439417,-50.2588462829575,Motorista 11230,Fernandópolis,5,2
-3.03838491439811,-59.9879693984968,Motorista 11231,Manaus,8,3
-4.78758215904222,-48.0711507797227,Motorista 11232,Rondon do Pará,5,2
-4.09657001495349,-38.5088825225819,Motorista 11233,Horizonte,9,1
-6.63694381713848,-39.689848423003,Motorista 11234,Cariús,8,2
-5.49469828605636,-36.9080328941334,Motorista 11235,Açu,7,3
-17.7679073810572,-50.9201502799973,Motorista 11236,Rio Verde,5,3
-17.1167635917659,-43.8051080703723,Motorista 11237,Bocaiúva,8,3
-23902,-53513,Motorista 11238,Cafezal do Sul,9,2
-20.9449625015253,-45.820970535277,Motorista 11239,Ilicínea,6,1
-22.3183608055108,-46.3309764862047,Motorista 11240,Inconfidentes,2,2
-17.610268592834,-42.0835161209094,Motorista 11241,Setubinha,8,3
-29.9124348163596,-51.2016749382004,Motorista 11242,Canoas,7,2
-21.306020021438,-47.0131587982164,Motorista 11243,Monte Santo de Minas,5,1
-20.4637312889093,-45.4442596435534,Motorista 11244,Formiga,4,2
-11966,-41639,Motorista 11245,Mulungu do Morro,6,3
-12.3648440837857,-44.9774265289294,Motorista 11246,São Desidério,9,2
-2.8948760032653,-41.6579246520984,Motorista 11247,Luís Correia,8,1
-16.7331111431117,-43.8641595840441,Motorista 11248,Montes Claros,5,2
-12.4847665241172,-39.0370979614213,Motorista 11249,Conceição da Feira,4,3
-25491,-52526,Motorista 11250,Rio Bonito do Iguaçu,5,1
-12.0746827125546,-41.4479613304126,Motorista 11251,Mulungu do Morro,9,2
-20.7110095024103,-47.8702425956712,Motorista 11252,Orlândia,8,3
-25.4304635524742,-48.7188076972947,Motorista 11253,Antonina,5,1
-17.877738475799,-51.6977334022507,Motorista 11254,Jataí,6,2
-26.455217599868,-53.4945988655075,Motorista 11255,São José do Cedro,8,3
-26.411846,-52.343939,Motorista 11256,Clevelândia,5,3
-13.8471078872677,-39.6982383728016,Motorista 11257,Itamari,2,2
-17.6367366313929,-47.7843046188341,Motorista 11258,Campo Alegre de Goiás,6,1
-14.8630106449123,-40.5707716941822,Motorista 11259,Barra do Choça,9,1
-29.8983907699576,-51.0711908340439,Motorista 11260,Cachoeirinha,8,2
-14.8846828937526,-41.7777872085559,Motorista 11261,Piripá,6,3
-3.235580921173,-40.1297736167896,Motorista 11262,Morrinhos,9,3
-22903,-43208,Motorista 11263,Rio de Janeiro,8,2
-29.4089519977561,-54.822056293486,Motorista 11264,Nova Esperança do Sul,7,1
-8.39209556579566,-41.0908198356616,Motorista 11265,Acauã,4,1
-28.6530947685233,-55.9953188896163,Motorista 11266,São Borja,5,2
-7.38640666007974,-38.7825751304615,Motorista 11267,Mauriti,6,3
-28.1883215904228,-49.2142868041978,Motorista 11268,Grão Pará,9,3
-13.0882465839382,-42.8527092933642,Motorista 11269,Macaúbas,8,2
-3.58349561691274,-59.1326022148115,Motorista 11270,Autazes,5,1
-9.02966737747166,-35.7523655891408,Motorista 11271,Joaquim Gomes,6,2
-8.58130931854223,-36.8798804283131,Motorista 11272,Venturosa,9,3
-21.7750847339624,-52.0701956748947,Motorista 11273,Presidente Epitácio,8,2
-3.13839912414542,-60.0089979171736,Motorista 11274,Manaus,5,1
-3.14664959907523,-60.0037193298322,Motorista 11275,Manaus,6,2
-3.12054634094229,-59.9933123588545,Motorista 11276,Manaus,6,3
-21.8688869476312,-42.6993083953845,Motorista 11277,Além Paraíba,6,2
0.701429843902567,-51.3985490798935,Motorista 11278,Porto Grande,6,1
-8.01278829574562,-39.4347810745228,Motorista 11279,Serrita,8,2
-20.3616142272943,-47.6809215545641,Motorista 11280,Ituverava,7,3
-12.0614540576931,-63.5761427879315,Motorista 11281,São Francisco do Guaporé,5,2
-4.04417037963855,-38.6293458938587,Motorista 11282,Guaiúba,8,1
-25.352067947387,-50.7095217704758,Motorista 11283,Imbituva,4,2
-8.24287891387915,-34.9797177314748,Motorista 11284,Cabo de Santo Agostinho,5,3
-27.7430427074424,-49.946808815001,Motorista 11285,Bocaina do Sul,8,3
-10.4661190509793,-40.5475544929493,Motorista 11286,Campo Formoso,5,3
-24757,-51761,Motorista 11287,Pitanga,9,2
-10.5735254287717,-67.6774549484233,Motorista 11288,Capixaba,8,1
-6.86668038368205,-42.4015617370593,Motorista 11289,Oeiras,7,2
-23.5553848743432,-47.8232502937303,Motorista 11290,Alambari,5,3
-26.8995094299309,-53.5048127174362,Motorista 11291,Descanso,8,2
-25.4211401939385,-49.3610358238206,Motorista 11292,Curitiba,9,1
-29.3897473812095,-51.9243693351731,Motorista 11293,Arroio do Meio,6,2
-22.6525211334222,-50.4079341888413,Motorista 11294,Assis,2,3
-24714,-53743,Motorista 11295,Toledo,8,2
-22.6006042957299,-43.695373535155,Motorista 11296,Paracambi,7,1
-14.7967386245723,-39.2795991897572,Motorista 11297,Itabuna,5,2
-12.6356296130968,-39.1796119827167,Motorista 11298,Cruz das Almas,4,3
-19.7961616516108,-43.9222025871264,Motorista 11299,Santa Luzia,6,1
-9.50221896171542,-37.8306484222401,Motorista 11300,Olho d'Água do Casado,9,2
-4.95785951614365,-47.4691987037645,Motorista 11301,Açailândia,8,3
-30.1088690757743,-51.2185192108139,Motorista 11302,Porto Alegre,5,1
-27.6160776615135,-48.484361171721,Motorista 11303,Florianópolis,4,2
-19.3176019191736,-46.0362768173204,Motorista 11304,São Gotardo,5,3
-8.3295357227323,-36.1423802375783,Motorista 11305,São Caitano,9,3
-28.4167492389671,-49.2288136482224,Motorista 11306,Orleans,8,2
-19.9182021617884,-48.3824372291551,Motorista 11307,Conceição das Alagoas,5,1
-23.0201017856591,-45.552427768706,Motorista 11308,Taubaté,6,1
-25.4522430896752,-48.6914491653428,Motorista 11309,Antonina,8,2
-12.5110350848417,-42.4412056341448,Motorista 11310,Ibitiara,5,3
-12.0122301578518,-38.8049125671375,Motorista 11311,Irará,2,3
-28.461756706237,-54.7134804725631,Motorista 11312,São Luiz Gonzaga,6,2
-20.4094755649561,-49.3360376358018,Motorista 11313,Nova Granada,9,1
-24428,-53355,Motorista 11314,Iracema do Oeste,8,1
-18.9443993568415,-46.6744494438158,Motorista 11315,Cruzeiro da Fortaleza,6,2
-12.5264021031275,-40.3181664057204,Motorista 11316,Itaberaba,9,3
-23.8112139701836,-47.7276563644395,Motorista 11317,Pilar do Sul,8,3
-13.5693705081936,-41.7636466026294,Motorista 11318,Rio de Contas,7,2
-26.8212854862205,-48.6522030830369,Motorista 11319,Penha,4,1
-27.5845456123344,-48.4983730316148,Motorista 11320,Florianópolis,5,2
-10.8205246925351,-42.7277398109424,Motorista 11321,Xique-Xique,6,3
-7.36115097999551,-39.0514183044422,Motorista 11322,Abaiara,9,2
-8.25850009918189,-35.955011844634,Motorista 11323,Caruaru,8,1
-22.7384161949151,-45.5825328826891,Motorista 11324,Campos do Jordão,5,2
-4.95257019996629,-43.1382250785815,Motorista 11325,Caxias,6,3
-23.4974169731133,-46.6550517082201,Motorista 11326,São Paulo,9,2
-22.6735925674432,-47.7049326896654,Motorista 11327,Piracicaba,8,1
-22.78792977333,-42.5365304946887,Motorista 11328,Rio Bonito,5,2
-22.7034401893609,-47.2890400886522,Motorista 11329,Americana,6,3
-20.0736629962915,-44.5741724967944,Motorista 11330,Itaúna,6,2
-8.36605668067908,-36.7118453979482,Motorista 11331,Pesqueira,6,1
-22.0453870296472,-46.9776678085314,Motorista 11332,Aguaí,6,2
-8.15425872802711,-35.4585242271413,Motorista 11333,Gravatá,8,3
-6.13028526306134,-38.4015083312977,Motorista 11334,Doutor Severiano,7,3
-2.11818337440485,-54.2027449607833,Motorista 11335,Monte Alegre,5,3
-22.9876792430871,-46.6601371765123,Motorista 11336,Bragança Paulista,8,2
-22.9441094398492,-46.5610027313219,Motorista 11337,Bragança Paulista,4,1
-27.7160918712608,-51.9154214858994,Motorista 11338,Carlos Gomes,5,2
-27.1628272533409,-51.4856886863694,Motorista 11339,Joaçaba,8,3
-25.4304742813103,-49.9948740005479,Motorista 11340,Palmeira,5,2
-10.3430271148679,-62.9007625579816,Motorista 11341,Cacaulândia,9,1
-6.09012722969038,-35.9591317176808,Motorista 11342,Sítio Novo,8,2
-22.7369356155389,-46.8812155723558,Motorista 11343,Pedreira,7,3
-6.1179578304289,-35.7495331764211,Motorista 11344,Presidente Juscelino,5,2
-18.9519953727717,-46.9870662689195,Motorista 11345,Patrocínio,8,1
-10.9180390834805,-37.6718401908864,Motorista 11346,Lagarto,9,2
-11.0201883316037,-37.4779701232899,Motorista 11347,Salgado,6,3
-8.96558403968785,-37.6266717910756,Motorista 11348,Manari,2,1
-5.11122822761521,-44.5588946342455,Motorista 11349,São José dos Basílios,8,2
-20.9375488758081,-48.4700059890733,Motorista 11350,Bebedouro,7,3
-11.1247622966763,-37.6692223548878,Motorista 11351,Riachão do Dantas,5,1
-12.8100478649136,-42.1687889099109,Motorista 11352,Novo Horizonte,4,2
-16.0891664028163,-48.0186438560472,Motorista 11353,Valparaíso de Goiás,6,3
-16.1745786666865,-42.2858190536487,Motorista 11354,Salinas,9,3
-10.3441751003262,-36.797375679015,Motorista 11355,Japoatã,8,2
-11.5084576606747,-37.7077603340138,Motorista 11356,Cristinápolis,5,1
-14.8456192016597,-40.8254313468921,Motorista 11357,Vitória da Conquista,4,1
-20.607036352157,-43.3327388763415,Motorista 11358,Piranga,5,2
-1.64962291717525,-47.3780035972581,Motorista 11359,Irituia,9,3
-25.690315961837,-48.4681177139268,Motorista 11360,Pontal do Paraná,8,3
-19874,-40875,Motorista 11361,Itarana,5,2
-20658,-40511,Motorista 11362,Guarapari,6,1
-21.8747663497918,-43.3152937889087,Motorista 11363,Matias Barbosa,8,1
-3.01849365234366,-59.9781632423383,Motorista 11364,Manaus,5,2
-10.121337175369,-36.9020891189564,Motorista 11365,São Brás,2,3
-20.6511855125421,-43.7892508506762,Motorista 11366,Conselheiro Lafaiete,6,3
-10.5913889408109,-40.2518892288196,Motorista 11367,Antônio Gonçalves,9,2
-20.9437072277063,-45.8300042152392,Motorista 11368,Ilicínea,8,1
-24.3428599834435,-52.9351973533615,Motorista 11369,Juranda,6,2
-7.90173411369301,-34.9072551727285,Motorista 11370,Abreu e Lima,9,3
-19.7894239425653,-44.0210366249072,Motorista 11371,Ribeirão das Neves,8,2
3.36273908615103,-59.8320579528791,Motorista 11372,Bonfim,7,1
-5.41,-44334,Motorista 11373,Graça Aranha,4,2
-17.0061171054835,-46.0111284255968,Motorista 11374,Brasilândia de Minas,5,3
-21.9661760330194,-46.7444014549242,Motorista 11375,São João da Boa Vista,6,2
-16.7262339591975,-43.8460707664477,Motorista 11376,Montes Claros,9,1
-26.966178417205,-50.4221606254563,Motorista 11377,Santa Cecília,8,2
-23.5545802116387,-47.1472263336168,Motorista 11378,São Roque,5,3
-20.7930099964136,-43.9301633834826,Motorista 11379,Casa Grande,6,2
-23664,-46538,Motorista 11380,Santo André,9,1
-3.54533314704885,-39.3942689895618,Motorista 11381,Tururu,8,2
-1.72944545745845,-53.9139890670761,Motorista 11382,Monte Alegre,5,3
-6.88679695129375,-41.0406088829029,Motorista 11383,Monsenhor Hipólito,6,3
-15.157613754272,-49.8017764091477,Motorista 11384,Rubiataba,6,3
-20849,-41113,Motorista 11385,Cachoeiro de Itapemirim,6,2
-14.5123171806331,-40.3548431396473,Motorista 11386,Poções,6,1
-22.1412813663476,-41.7194652557361,Motorista 11387,Carapebus,8,2
-22.1526217460626,-51.1701107025132,Motorista 11388,Martinópolis,7,3
-13.2795017827296,-43.5838333590012,Motorista 11389,Serra do Ramalho,5,2
-12.6537716388699,-39.2654800415028,Motorista 11390,Castro Alves,8,1
-8.503952,-35.121675,Motorista 11391,Ipojuca,4,2
-20.724817514419,-46.6063427925096,Motorista 11392,Passos,5,3
-22.430605888366,-42.9640746116626,Motorista 11393,Teresópolis,8,2
-14.1801953315731,-44.5330810546862,Motorista 11394,Cocos,5,1
-20.4656839370722,-42.2829008102405,Motorista 11395,Santa Margarida,9,2
-9.29734110832187,-40.8224916458118,Motorista 11396,Casa Nova,8,3
-7.01836466789225,-35.9302926063527,Motorista 11397,Esperança,7,1
-3.98172855377186,-38.3535289764393,Motorista 11398,Aquiraz,5,2
-27.1569263935081,-48.5106682777391,Motorista 11399,Bombinhas,8,3
-4.82353448867784,-42.1711063384998,Motorista 11400,Campo Maior,9,1
-3.22557091712942,-40.0783610343921,Motorista 11401,Morrinhos,6,2
-16.5751094771269,-39.5569769601828,Motorista 11402,Itabela,2,3
-2.89716124534599,-40.1150536537159,Motorista 11403,Acaraú,8,3
-16066,-47979,Motorista 11404,Valparaíso de Goiás,7,2
-2.0046186447143,-47.9489707946763,Motorista 11405,Concórdia do Pará,5,1
-25043,-51.53,Motorista 11406,Turvo,4,1
-9.75570917129488,-39.634916782378,Motorista 11407,Uauá,6,2
-16.3607883453364,-48.9558291435227,Motorista 11408,Anápolis,9,3
-6.07408761978132,-43.9092206954943,Motorista 11409,Passagem Franca,8,3
-4.79993104934678,-40.7459521293628,Motorista 11410,Ararendá,5,2
-4.56599950790392,-37.7660608291615,Motorista 11411,Aracati,4,1
-18716,-39859,Motorista 11412,São Mateus,5,1
-20101,-40.53,Motorista 11413,Santa Leopoldina,9,2
-16.426631212234,-39.0884971618641,Motorista 11414,Porto Seguro,8,3
-3.53441119194021,-39.5162773132313,Motorista 11415,Itapipoca,5,3
-11.2650525569913,-57.4960041046126,Motorista 11416,Juara,6,2
-13.9856064319607,-44.0472579002368,Motorista 11417,Carinhanha,8,1
-8.10713768005347,-40.9661936759937,Motorista 11418,Paulistana,5,2
-23.6929821968072,-46.7945694923387,Motorista 11419,São Paulo,2,3
-8.88774633407567,-37.3694372177113,Motorista 11420,Itaíba,6,2
-4.64324712753282,-37.786316871642,Motorista 11421,Aracati,9,1
-22.9256021976464,-46.5324211120592,Motorista 11422,Bragança Paulista,8,2
-21.1829280853265,-47.7676320075975,Motorista 11423,Ribeirão Preto,6,3
-23.5139822959893,-46.7641425132738,Motorista 11424,Osasco,9,2
-3.61738801002492,-45.3434085845934,Motorista 11425,Pindaré-Mirim,8,1
-3.87606024742115,-38.5937047004688,Motorista 11426,Maracanaú,7,2
-30.0275015830985,-51.2534093856797,Motorista 11427,Porto Alegre,4,3
-7.75214195251442,-40.2668666839588,Motorista 11428,Trindade,5,2
-0.77597379684446,-47.4488997459398,Motorista 11429,Maracanã,6,1
-17.6149582395939,-40.3417657070853,Motorista 11430,Lajedão,9,2
-11.1027393752062,-38.5181104088232,Motorista 11431,Cipó,8,3
-5.64617872238143,-35.4321956634511,Motorista 11432,Ceará-Mirim,5,3
-21.4206254482263,-45.9721827507006,Motorista 11433,Alfenas,6,3
-22523,-44104,Motorista 11434,Volta Redonda,9,2
-3.25148105621328,-42.6109886169421,Motorista 11435,Santana do Maranhão,8,1
-9684,-36304,Motorista 11436,Anadia,5,2
-16.686333417892,-50.4641103744492,Motorista 11437,Aurilândia,6,3
-23.415040969848,-46.7514824867235,Motorista 11438,São Paulo,6,2
-23.5598909854882,-51.4728569984421,Motorista 11439,Apucarana,6,1
-29.9934267997733,-51.2248492240891,Motorista 11440,Porto Alegre,6,2
-6.8425726890562,-35.1353931426992,Motorista 11441,Mamanguape,8,3
-25.528750419616,-49.2410230636582,Motorista 11442,Curitiba,7,2
-21.6160511970514,-48.8156676292405,Motorista 11443,Itápolis,5,1
-7.95184850692726,-35.0087928771963,Motorista 11444,Camaragibe,8,2
-23.5236,-46.1884,Motorista 11445,Mogi das Cruzes,4,1
-9814,-57862,Motorista 11446,Nova Bandeirantes,5,2
-5.83854675292952,-39.9321913719166,Motorista 11447,Tauá,8,3
-4.86720085144029,-43.3687233924853,Motorista 11448,Caxias,5,1
-26.9331979751579,-49.1418671607957,Motorista 11449,Blumenau,9,2
-10.7725131511685,-42.6879358291614,Motorista 11450,Xique-Xique,8,3
-10.5757033824918,-38.2399535179127,Motorista 11451,Fátima,7,3
-27.6753222942344,-53.2915878295883,Motorista 11452,Jaboticaba,5,2
-5.96161723136885,-35.7250070571889,Motorista 11453,São Paulo do Potengi,8,1
-7.51042127609231,-45.1071381568896,Motorista 11454,Ribeiro Gonçalves,9,1
-24.9364435672753,-48.290920257567,Motorista 11455,Barra do Turvo,6,2
-22.8057718276971,-43.5848021507251,Motorista 11456,Nova Iguaçu,2,3
-20.5808365344995,-47.3762869834886,Motorista 11457,Franca,8,3
-33.5234713554373,-53.3564114570602,Motorista 11458,Santa Vitória do Palmar,7,2
-7125,-34932,Motorista 11459,Bayeux,5,1
-8.09891939163185,-36.5046501159657,Motorista 11460,Jataúba,4,1
-32.5531446933737,-53.3900141715988,Motorista 11461,Jaguarão,6,2
-4.26708340644824,-41.7581534385669,Motorista 11462,Piripiri,9,3
-11.7371749877926,-61.7821526527387,Motorista 11463,Rolim de Moura,8,3
-22.4886167049401,-44.0253710746752,Motorista 11464,Pinheiral,5,2
-12.9640495777126,-44.1513061523425,Motorista 11465,Santana,4,1
-19.9580812454218,-43.984258174895,Motorista 11466,Belo Horizonte,5,2
-27.7372920513145,-54.7317624092086,Motorista 11467,Santo Cristo,9,3
-14.8105,-39.4714,Motorista 11468,Barro Preto,8,2
-14.4229137897487,-44.3674921989428,Motorista 11469,Montalvânia,5,1
-30.0777769088736,-51.1690163612351,Motorista 11470,Porto Alegre,6,2
-25101,-52878,Motorista 11471,Guaraniaçu,8,3
